,mode,N,p,d,sig2e,beta,re_prior,q_spatial,sig2b0_spatial,sig2b1_spatial,sig2bs_identical,thresh,experiment,exp_type,mse_X,sig2e_est,sig2b_spatial_est0,sig2b_spatial_est1,n_epochs,time
126,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,pca-ignore,3.366519244,,,,,0.493221521
127,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,pca-ohe,3.367211196,,,,,37.29928613
128,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,vae-ignore,1.733110517,,,,200,84.93499207
129,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,vae-embed,1.750621599,,,,200,90.88364983
130,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,lmmvae,1.600936709,,1.185159206,,200,137.0999179
131,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,pca-ignore,3.31121076,,,,,0.497207403
132,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,pca-ohe,3.310960402,,,,,36.85960817
133,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,vae-ignore,1.665588257,,,,200,84.32197762
134,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,vae-embed,1.830780175,,,,200,91.39806414
135,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,lmmvae,1.558911212,,1.159635067,,200,136.8767335
136,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,pca-ignore,3.384359184,,,,,0.480301619
137,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,pca-ohe,3.384755481,,,,,37.04669309
138,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,vae-ignore,1.694943306,,,,200,85.22735715
139,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,vae-embed,1.750929515,,,,200,91.6305666
140,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,lmmvae,1.5809833,,1.507909536,,200,137.6485534
141,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,pca-ignore,3.465300531,,,,,0.502715349
142,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,pca-ohe,3.465537131,,,,,37.09176588
143,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,vae-ignore,1.778313319,,,,200,84.66962028
144,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,vae-embed,1.66236476,,,,200,91.98402548
145,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,lmmvae,1.658133262,,1.490525365,,200,137.2279537
146,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,pca-ignore,3.398164509,,,,,0.504798651
147,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,pca-ohe,3.39743224,,,,,36.9439795
148,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,vae-ignore,1.600820757,,,,200,84.64860082
149,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,vae-embed,1.59702549,,,,200,91.2707181
150,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,lmmvae,1.537831335,,1.047843218,,200,137.1088576
151,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,0,pca-ignore,1.732713745,,,,,0.48289299
152,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,0,pca-ohe,1.732714397,,,,,36.67193222
153,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,0,vae-ignore,1.321773848,,,,200,82.46471119
154,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,0,vae-embed,1.329313612,,,,200,88.88300562
155,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,0,lmmvae,1.102086297,,0.578682482,,200,135.0333488
156,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,1,pca-ignore,1.89955445,,,,,0.480107069
157,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,1,pca-ohe,1.900893117,,,,,36.73201823
158,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,1,vae-ignore,1.322592434,,,,200,82.28015971
159,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,1,vae-embed,1.358900665,,,,200,88.93827724
160,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,1,lmmvae,1.100868842,,0.693444371,,200,135.5017931
161,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,2,pca-ignore,1.632193483,,,,,0.483515978
162,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,2,pca-ohe,1.633043801,,,,,36.94719267
163,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,2,vae-ignore,1.313973838,,,,200,82.0196557
164,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,2,vae-embed,1.306755196,,,,200,88.20421696
165,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,2,lmmvae,1.065285577,,0.531249762,,200,134.4715126
166,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,3,pca-ignore,1.775127526,,,,,0.478729963
167,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,3,pca-ohe,1.775469183,,,,,35.92995238
168,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,3,vae-ignore,1.376245795,,,,200,82.3213377
169,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,3,vae-embed,1.380287601,,,,200,88.53701377
170,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,3,lmmvae,1.135766851,,0.641579986,,200,134.5561619
171,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,4,pca-ignore,1.894778129,,,,,0.474867821
172,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,4,pca-ohe,1.895270755,,,,,36.21731377
173,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,4,vae-ignore,1.360391294,,,,200,82.18833447
174,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,4,vae-embed,1.389478049,,,,200,88.38424134
175,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,4,lmmvae,1.084966094,,0.771671832,,200,135.1887877
176,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,0,pca-ignore,1.986080396,,,,,0.501276493
177,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,0,pca-ohe,1.987210381,,,,,36.32109833
178,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,0,vae-ignore,1.385570853,,,,200,84.99291968
179,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,0,vae-embed,1.462480303,,,,200,90.81552196
180,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,0,lmmvae,1.130964169,,0.662453055,,200,136.5163674
181,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,1,pca-ignore,1.964397936,,,,,0.50535965
182,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,1,pca-ohe,1.967585483,,,,,37.68909121
183,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,1,vae-ignore,1.297006211,,,,200,84.54920816
184,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,1,vae-embed,1.508017879,,,,200,91.7723012
185,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,1,lmmvae,1.143392674,,0.858771205,,200,137.4360435
186,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,2,pca-ignore,1.82741751,,,,,0.51312542
187,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,2,pca-ohe,1.82786948,,,,,36.72158623
188,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,2,vae-ignore,1.236728654,,,,200,84.22820139
189,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,2,vae-embed,1.300817555,,,,200,91.45369911
190,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,2,lmmvae,1.109086097,,0.528111994,,200,136.5335722
191,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,3,pca-ignore,1.943861863,,,,,0.521808863
192,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,3,pca-ohe,1.947151004,,,,,36.72992301
193,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,3,vae-ignore,1.286818351,,,,200,84.76524115
194,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,3,vae-embed,1.396909003,,,,200,91.04037666
195,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,3,lmmvae,1.104313611,,0.589503706,,200,136.9947815
196,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,4,pca-ignore,1.862985891,,,,,0.505283594
197,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,4,pca-ohe,1.864612173,,,,,36.49882746
198,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,4,vae-ignore,1.285611203,,,,200,84.87823629
199,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,4,vae-embed,1.374017535,,,,200,90.70719934
200,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,4,lmmvae,1.133302526,,0.570921183,,200,136.5409737
