,mode,N,p,d,sig2e,beta,re_prior,q0,q1,q2,sig2b0,sig2b1,sig2b2,sig2bs_identical,thresh,experiment,exp_type,mse_X,sig2e_est,sig2b_est0,sig2b_est1,sig2b_est2,n_epochs,time
467,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,2,vae-embed,12.791633011713735,,,,,200,83.85747408866882
468,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,2,lmmvae,2.744628411780587,,0.06426531076431274,1.3708082437515259,3.4319818019866943,200,115.27720355987549
469,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,3,pca-ignore,12.652115150357497,,,,,,0.5232410430908203
470,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,3,pca-ohe,12.999201731584494,,,,,,31.124852657318115
471,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,3,vae-ignore,12.110006055201522,,,,,200,56.902681827545166
472,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,3,vae-ohe,12.2566900688396,,,,,200,460.49698662757874
473,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,3,vae-embed,12.040282019577965,,,,,200,83.8476095199585
474,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,3,lmmvae,2.5535089697006095,,0.0731065645813942,1.3121256828308105,3.245720624923706,200,113.49473881721497
475,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,4,pca-ignore,12.556424179994817,,,,,,0.4748208522796631
476,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,4,pca-ohe,12.885625144810557,,,,,,31.171232223510742
477,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,4,vae-ignore,11.983925509803374,,,,,200,56.47818207740784
478,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,4,vae-ohe,12.153515327560275,,,,,200,463.2506821155548
479,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,4,vae-embed,12.140536278794576,,,,,200,83.89143109321594
480,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,3.0,3.0,False,0.0001,4,lmmvae,2.6168599671871062,,0.07414145767688751,1.2404811382293701,3.270500898361206,200,111.72963285446167
